"Date","Close","Volume"
"2023-08-09T22:00:00.000Z","42.39","492,705,000.00"
"2023-08-10T22:00:00.000Z","40.85","533,085,000.00"
"2023-08-13T22:00:00.000Z","43.75","690,286,000.00"
"2023-08-14T22:00:00.000Z","43.94","676,512,000.00"
"2023-08-15T22:00:00.000Z","43.49","527,451,000.00"
"2023-08-16T22:00:00.000Z","43.34","452,395,000.00"
"2023-08-17T22:00:00.000Z","43.30","583,768,000.00"
"2023-08-20T22:00:00.000Z","46.97","692,573,000.00"
"2023-08-21T22:00:00.000Z","45.67","755,293,000.00"
"2023-08-22T22:00:00.000Z","47.12","779,046,000.00"
"2023-08-23T22:00:00.000Z","47.16","1,156,044,000.00"
"2023-08-24T22:00:00.000Z","46.02","925,341,000.00"
"2023-08-27T22:00:00.000Z","46.83","685,192,000.00"
"2023-08-28T22:00:00.000Z","48.78","701,397,000.00"
"2023-08-29T22:00:00.000Z","49.26","735,206,000.00"
"2023-08-30T22:00:00.000Z","49.35","528,570,000.00"
"2023-08-31T22:00:00.000Z","48.51","463,830,000.00"
"2023-09-04T22:00:00.000Z","48.55","382,653,000.00"
"2023-09-05T22:00:00.000Z","47.06","468,670,000.00"
"2023-09-06T22:00:00.000Z","46.24","433,330,000.00"
"2023-09-07T22:00:00.000Z","45.57","473,069,000.00"
"2023-09-10T22:00:00.000Z","45.18","473,966,000.00"
"2023-09-11T22:00:00.000Z","44.87","349,256,000.00"
"2023-09-12T22:00:00.000Z","45.49","398,355,000.00"
"2023-09-13T22:00:00.000Z","45.58","370,097,000.00"
"2023-09-14T22:00:00.000Z","43.90","506,831,000.00"
"2023-09-17T22:00:00.000Z","43.97","500,271,000.00"
"2023-09-18T22:00:00.000Z","43.52","373,064,000.00"
"2023-09-19T22:00:00.000Z","42.24","367,108,000.00"
"2023-09-20T22:00:00.000Z","41.02","450,736,000.00"
"2023-09-21T22:00:00.000Z","41.61","479,236,000.00"
"2023-09-24T22:00:00.000Z","42.22","419,091,000.00"
"2023-09-25T22:00:00.000Z","41.91","402,282,000.00"
"2023-09-26T22:00:00.000Z","42.47","444,935,000.00"
"2023-09-27T22:00:00.000Z","43.09","424,663,000.00"
"2023-09-28T22:00:00.000Z","43.50","397,830,000.00"
"2023-10-01T22:00:00.000Z","44.78","433,298,000.00"
"2023-10-02T22:00:00.000Z","43.52","470,850,000.00"
"2023-10-03T22:00:00.000Z","44.04","361,821,000.00"
"2023-10-04T22:00:00.000Z","44.69","393,483,000.00"
"2023-10-05T22:00:00.000Z","45.76","434,436,000.00"
"2023-10-08T22:00:00.000Z","45.27","409,675,000.00"
"2023-10-09T22:00:00.000Z","45.80","368,582,000.00"
"2023-10-10T22:00:00.000Z","46.81","378,137,000.00"
"2023-10-11T22:00:00.000Z","46.94","481,325,000.00"
"2023-10-12T22:00:00.000Z","45.46","474,115,000.00"
"2023-10-15T22:00:00.000Z","46.10","375,099,000.00"
"2023-10-16T22:00:00.000Z","43.94","812,333,000.00"
"2023-10-17T22:00:00.000Z","42.20","627,294,000.00"
"2023-10-18T22:00:00.000Z","42.10","501,233,000.00"
"2023-10-19T22:00:00.000Z","41.39","477,266,000.00"
"2023-10-22T22:00:00.000Z","42.97","478,530,000.00"
"2023-10-23T22:00:00.000Z","43.66","401,463,000.00"
"2023-10-24T22:00:00.000Z","41.78","398,379,000.00"
"2023-10-25T22:00:00.000Z","40.33","541,001,000.00"
"2023-10-26T22:00:00.000Z","40.50","416,784,000.00"
"2023-10-29T23:00:00.000Z","41.16","388,028,000.00"
"2023-10-30T23:00:00.000Z","40.78","517,969,000.00"
"2023-10-31T23:00:00.000Z","42.33","437,593,000.00"
"2023-11-01T23:00:00.000Z","43.51","409,172,000.00"
"2023-11-02T23:00:00.000Z","45.01","424,610,000.00"
"2023-11-05T23:00:00.000Z","45.75","400,733,000.00"
"2023-11-06T23:00:00.000Z","45.96","343,165,000.00"
"2023-11-07T23:00:00.000Z","46.57","346,719,000.00"
"2023-11-08T23:00:00.000Z","46.95","540,496,000.00"
"2023-11-09T23:00:00.000Z","48.33","421,245,000.00"
"2023-11-12T23:00:00.000Z","48.62","384,136,000.00"
"2023-11-13T23:00:00.000Z","49.66","416,954,000.00"
"2023-11-14T23:00:00.000Z","48.89","475,497,000.00"
"2023-11-15T23:00:00.000Z","49.48","339,756,000.00"
"2023-11-16T23:00:00.000Z","49.30","325,205,000.00"
"2023-11-19T23:00:00.000Z","50.41","414,120,000.00"
"2023-11-20T23:00:00.000Z","49.94","565,747,000.00"
"2023-11-21T23:00:00.000Z","48.72","899,420,000.00"
"2023-11-23T23:00:00.000Z","47.78","294,645,000.00"
"2023-11-26T23:00:00.000Z","48.24","395,662,000.00"
"2023-11-27T23:00:00.000Z","47.82","401,491,000.00"
"2023-11-28T23:00:00.000Z","48.14","382,005,000.00"
"2023-11-29T23:00:00.000Z","46.77","526,247,000.00"
"2023-11-30T23:00:00.000Z","46.76","369,317,000.00"
"2023-12-03T23:00:00.000Z","45.51","437,543,000.00"
"2023-12-04T23:00:00.000Z","46.57","371,718,000.00"
"2023-12-05T23:00:00.000Z","45.50","380,590,000.00"
"2023-12-06T23:00:00.000Z","46.60","350,823,000.00"
"2023-12-07T23:00:00.000Z","47.51","359,224,000.00"
"2023-12-10T23:00:00.000Z","46.63","509,728,000.00"
"2023-12-11T23:00:00.000Z","47.66","372,387,000.00"
"2023-12-12T23:00:00.000Z","48.09","447,792,000.00"
"2023-12-13T23:00:00.000Z","48.35","391,232,000.00"
"2023-12-14T23:00:00.000Z","48.89","479,948,000.00"
"2023-12-17T23:00:00.000Z","50.08","412,587,000.00"
"2023-12-18T23:00:00.000Z","49.60","464,444,000.00"
"2023-12-19T23:00:00.000Z","48.11","397,894,000.00"
"2023-12-20T23:00:00.000Z","48.99","300,425,000.00"
"2023-12-21T23:00:00.000Z","48.83","252,507,000.00"
"2023-12-25T23:00:00.000Z","49.28","244,200,000.00"
"2023-12-26T23:00:00.000Z","49.42","233,648,000.00"
"2023-12-27T23:00:00.000Z","49.52","246,587,000.00"
"2023-12-28T23:00:00.000Z","49.52","389,293,000.00"
"2024-01-01T23:00:00.000Z","48.17","411,254,000.00"
"2024-01-02T23:00:00.000Z","47.57","320,896,000.00"
"2024-01-03T23:00:00.000Z","48.00","306,535,000.00"
"2024-01-04T23:00:00.000Z","49.10","415,039,000.00"
"2024-01-07T23:00:00.000Z","52.25","642,510,000.00"
"2024-01-08T23:00:00.000Z","53.14","773,100,000.00"
"2024-01-09T23:00:00.000Z","54.35","533,796,000.00"
"2024-01-10T23:00:00.000Z","54.82","596,759,000.00"
"2024-01-11T23:00:00.000Z","54.71","352,994,000.00"
"2024-01-15T23:00:00.000Z","56.38","449,580,000.00"
"2024-01-16T23:00:00.000Z","56.05","474,394,000.00"
"2024-01-17T23:00:00.000Z","57.11","491,650,000.00"
"2024-01-18T23:00:00.000Z","59.49","543,501,000.00"
"2024-01-21T23:00:00.000Z","59.65","452,955,000.00"
"2024-01-22T23:00:00.000Z","59.87","294,654,000.00"
"2024-01-23T23:00:00.000Z","61.36","560,271,000.00"
"2024-01-24T23:00:00.000Z","61.62","482,777,000.00"
"2024-01-25T23:00:00.000Z","61.03","390,309,000.00"
"2024-01-28T23:00:00.000Z","62.47","348,733,000.00"
"2024-01-29T23:00:00.000Z","62.77","410,735,000.00"
"2024-01-30T23:00:00.000Z","61.53","453,795,000.00"
"2024-01-31T23:00:00.000Z","63.03","369,146,000.00"
"2024-02-01T23:00:00.000Z","66.16","476,578,000.00"
"2024-02-04T23:00:00.000Z","69.33","680,078,000.00"
"2024-02-05T23:00:00.000Z","68.22","683,111,000.00"
"2024-02-06T23:00:00.000Z","70.10","495,575,000.00"
"2024-02-07T23:00:00.000Z","69.64","414,422,000.00"
"2024-02-08T23:00:00.000Z","72.13","436,637,000.00"
"2024-02-11T23:00:00.000Z","72.25","613,710,000.00"
"2024-02-12T23:00:00.000Z","72.13","602,580,000.00"
"2024-02-13T23:00:00.000Z","73.90","504,917,000.00"
"2024-02-14T23:00:00.000Z","72.66","420,122,000.00"
"2024-02-15T23:00:00.000Z","72.61","495,327,000.00"
"2024-02-19T23:00:00.000Z","69.45","704,833,000.00"
"2024-02-20T23:00:00.000Z","67.47","690,298,000.00"
"2024-02-21T23:00:00.000Z","78.54","865,100,000.00"
"2024-02-22T23:00:00.000Z","78.82","829,388,000.00"
"2024-02-25T23:00:00.000Z","79.09","503,973,000.00"
"2024-02-26T23:00:00.000Z","78.70","391,705,000.00"
"2024-02-27T23:00:00.000Z","77.66","393,110,000.00"
"2024-02-28T23:00:00.000Z","79.11","507,289,000.00"
"2024-02-29T23:00:00.000Z","82.28","479,135,000.00"
"2024-03-03T23:00:00.000Z","85.24","615,616,000.00"
"2024-03-04T23:00:00.000Z","85.96","520,639,000.00"
"2024-03-05T23:00:00.000Z","88.70","582,520,000.00"
"2024-03-06T23:00:00.000Z","92.67","608,119,000.00"
"2024-03-07T23:00:00.000Z","87.53","1,142,269,000.00"
"2024-03-10T23:00:00.000Z","85.77","678,364,000.00"
"2024-03-11T23:00:00.000Z","91.91","668,075,000.00"
"2024-03-12T23:00:00.000Z","90.89","635,713,000.00"
"2024-03-13T23:00:00.000Z","87.94","602,318,000.00"
"2024-03-14T23:00:00.000Z","87.84","642,086,000.00"
"2024-03-17T23:00:00.000Z","88.46","668,976,000.00"
"2024-03-18T23:00:00.000Z","89.40","672,171,000.00"
"2024-03-19T23:00:00.000Z","90.37","479,063,000.00"
"2024-03-20T23:00:00.000Z","91.43","480,372,000.00"
"2024-03-21T23:00:00.000Z","94.29","586,719,000.00"
"2024-03-24T23:00:00.000Z","95.00","552,136,000.00"
"2024-03-25T23:00:00.000Z","92.56","513,648,000.00"
"2024-03-26T23:00:00.000Z","90.25","586,067,000.00"
"2024-03-27T23:00:00.000Z","90.36","435,212,000.00"
"2024-03-31T22:00:00.000Z","90.36","452,441,000.00"
"2024-04-01T22:00:00.000Z","89.45","433,064,000.00"
"2024-04-02T22:00:00.000Z","88.96","370,067,000.00"
"2024-04-03T22:00:00.000Z","85.90","434,965,000.00"
"2024-04-04T22:00:00.000Z","88.01","399,678,000.00"
"2024-04-07T22:00:00.000Z","87.13","283,220,000.00"
"2024-04-08T22:00:00.000Z","85.35","503,547,000.00"
"2024-04-09T22:00:00.000Z","87.04","431,929,000.00"
"2024-04-10T22:00:00.000Z","90.62","431,637,000.00"
"2024-04-11T22:00:00.000Z","88.19","426,805,000.00"
"2024-04-14T22:00:00.000Z","86.00","443,077,000.00"
"2024-04-15T22:00:00.000Z","87.42","370,453,000.00"
"2024-04-16T22:00:00.000Z","84.04","495,400,000.00"
"2024-04-17T22:00:00.000Z","84.67","447,260,000.00"
"2024-04-18T22:00:00.000Z","76.20","875,198,000.00"
"2024-04-21T22:00:00.000Z","79.52","596,341,000.00"
"2024-04-22T22:00:00.000Z","82.42","438,559,000.00"
"2024-04-23T22:00:00.000Z","79.68","512,208,000.00"
"2024-04-24T22:00:00.000Z","82.63","424,641,000.00"
"2024-04-25T22:00:00.000Z","87.74","551,011,000.00"
"2024-04-28T22:00:00.000Z","87.76","388,971,000.00"
"2024-04-29T22:00:00.000Z","86.40","363,709,000.00"
"2024-04-30T22:00:00.000Z","83.04","559,863,000.00"
"2024-05-01T22:00:00.000Z","85.82","377,898,000.00"
"2024-05-02T22:00:00.000Z","88.79","398,341,000.00"
"2024-05-05T22:00:00.000Z","92.14","376,203,000.00"
"2024-05-06T22:00:00.000Z","90.55","437,342,000.00"
"2024-05-07T22:00:00.000Z","90.41","325,721,000.00"
"2024-05-08T22:00:00.000Z","88.75","378,013,000.00"
"2024-05-09T22:00:00.000Z","89.88","335,325,000.00"
"2024-05-12T22:00:00.000Z","90.40","289,680,000.00"
"2024-05-13T22:00:00.000Z","91.36","296,507,000.00"
"2024-05-14T22:00:00.000Z","94.63","417,735,000.00"
"2024-05-15T22:00:00.000Z","94.36","323,952,000.00"
"2024-05-16T22:00:00.000Z","92.48","359,691,000.00"
"2024-05-19T22:00:00.000Z","94.78","318,764,000.00"
"2024-05-20T22:00:00.000Z","95.39","328,946,000.00"
"2024-05-21T22:00:00.000Z","94.95","548,648,000.00"
"2024-05-22T22:00:00.000Z","103.80","835,065,000.00"
"2024-05-23T22:00:00.000Z","106.47","429,494,000.00"
"2024-05-27T22:00:00.000Z","113.90","652,728,000.00"
"2024-05-28T22:00:00.000Z","114.82","557,442,000.00"
"2024-05-29T22:00:00.000Z","110.50","487,350,000.00"
"2024-05-30T22:00:00.000Z","109.63","613,263,000.00"
"2024-06-02T22:00:00.000Z","115.00","438,392,000.00"
"2024-06-03T22:00:00.000Z","116.44","403,324,000.00"
"2024-06-04T22:00:00.000Z","122.44","528,402,000.00"
"2024-06-05T22:00:00.000Z","121.00","664,696,000.00"
"2024-06-06T22:00:00.000Z","120.89","412,386,000.00"
"2024-06-09T22:00:00.000Z","121.79","314,162,700.00"
"2024-06-10T22:00:00.000Z","120.91","222,551,200.00"
"2024-06-11T22:00:00.000Z","125.20","299,595,000.00"
"2024-06-12T22:00:00.000Z","129.61","260,704,500.00"
"2024-06-13T22:00:00.000Z","131.88","309,320,400.00"
"2024-06-16T22:00:00.000Z","130.98","288,504,400.00"
"2024-06-17T22:00:00.000Z","135.58","294,335,100.00"
"2024-06-19T22:00:00.000Z","130.78","517,768,400.00"
"2024-06-20T22:00:00.000Z","126.57","655,484,700.00"
"2024-06-23T22:00:00.000Z","118.11","476,060,900.00"
"2024-06-24T22:00:00.000Z","126.09","425,787,500.00"
"2024-06-25T22:00:00.000Z","126.40","362,975,900.00"
"2024-06-26T22:00:00.000Z","123.99","252,571,700.00"
"2024-06-27T22:00:00.000Z","123.54","315,516,700.00"
"2024-06-30T22:00:00.000Z","124.30","284,885,500.00"
"2024-07-01T22:00:00.000Z","122.67","218,374,000.00"
"2024-07-02T22:00:00.000Z","128.28","215,749,000.00"
"2024-07-04T22:00:00.000Z","125.83","214,176,700.00"
"2024-07-07T22:00:00.000Z","128.20","237,677,300.00"
"2024-07-08T22:00:00.000Z","131.38","285,366,600.00"
"2024-07-09T22:00:00.000Z","134.91","248,978,600.00"
"2024-07-10T22:00:00.000Z","127.40","374,782,700.00"
"2024-07-11T22:00:00.000Z","129.24","252,680,500.00"
"2024-07-14T22:00:00.000Z","128.44","208,326,200.00"
"2024-07-15T22:00:00.000Z","126.36","214,769,500.00"
"2024-07-16T22:00:00.000Z","117.99","390,086,200.00"
"2024-07-17T22:00:00.000Z","121.09","320,979,500.00"
"2024-07-18T22:00:00.000Z","117.93","217,223,800.00"
"2024-07-21T22:00:00.000Z","123.54","258,068,900.00"
"2024-07-22T22:00:00.000Z","122.59","173,911,000.00"
"2024-07-23T22:00:00.000Z","114.25","327,776,900.00"
"2024-07-24T22:00:00.000Z","112.28","460,067,000.00"
"2024-07-25T22:00:00.000Z","113.06","293,399,100.00"
"2024-07-28T22:00:00.000Z","111.59","248,152,100.00"
"2024-07-29T22:00:00.000Z","103.73","486,833,300.00"
"2024-07-30T22:00:00.000Z","117.02","473,174,200.00"
"2024-07-31T22:00:00.000Z","109.21","523,462,300.00"
"2024-08-01T22:00:00.000Z","107.27","482,027,500.00"
"2024-08-04T22:00:00.000Z","100.45","552,842,400.00"
"2024-08-05T22:00:00.000Z","104.25","409,012,100.00"
"2024-08-06T22:00:00.000Z","98.91","411,440,400.00"
"2024-08-07T22:00:00.000Z","104.97","391,910,000.00"
"2024-08-08T22:00:00.000Z","104.75","290,844,200.00"
"2024-08-11T22:00:00.000Z","109.02","325,559,900.00"
"2024-08-12T22:00:00.000Z","116.14","312,646,700.00"
"2024-08-13T22:00:00.000Z","118.08","339,246,400.00"
"2024-08-14T22:00:00.000Z","122.86","318,086,700.00"
"2024-08-15T22:00:00.000Z","124.58","302,589,900.00"
"2024-08-18T22:00:00.000Z","130.00","318,333,600.00"
"2024-08-19T22:00:00.000Z","127.25","300,087,400.00"
"2024-08-20T22:00:00.000Z","128.50","257,883,600.00"
"2024-08-21T22:00:00.000Z","123.74","376,189,100.00"
"2024-08-22T22:00:00.000Z","129.37","323,230,300.00"
"2024-08-25T22:00:00.000Z","126.46","331,964,700.00"
"2024-08-26T22:00:00.000Z","128.30","303,134,600.00"
"2024-08-27T22:00:00.000Z","125.61","448,101,100.00"
"2024-08-28T22:00:00.000Z","117.59","453,023,300.00"
"2024-08-29T22:00:00.000Z","119.37","333,751,600.00"
"2024-09-02T22:00:00.000Z","108.00","477,155,100.00"
"2024-09-03T22:00:00.000Z","106.21","372,470,300.00"
"2024-09-04T22:00:00.000Z","107.21","306,850,700.00"
"2024-09-05T22:00:00.000Z","102.83","413,638,100.00"
"2024-09-08T22:00:00.000Z","106.47","273,912,000.00"
"2024-09-09T22:00:00.000Z","108.10","268,283,700.00"
"2024-09-10T22:00:00.000Z","116.91","441,422,400.00"
"2024-09-11T22:00:00.000Z","119.14","367,100,500.00"
"2024-09-12T22:00:00.000Z","119.10","238,358,300.00"
"2024-09-15T22:00:00.000Z","116.78","248,772,300.00"
"2024-09-16T22:00:00.000Z","115.59","231,925,900.00"
"2024-09-17T22:00:00.000Z","113.37","310,318,900.00"
"2024-09-18T22:00:00.000Z","117.87","293,506,400.00"
"2024-09-19T22:00:00.000Z","116.00","382,462,400.00"
"2024-09-22T22:00:00.000Z","116.26","206,228,500.00"
"2024-09-23T22:00:00.000Z","120.87","354,966,800.00"
"2024-09-24T22:00:00.000Z","123.51","284,692,900.00"
"2024-09-25T22:00:00.000Z","124.04","302,582,900.00"
"2024-09-26T22:00:00.000Z","121.40","271,009,200.00"
"2024-09-29T22:00:00.000Z","121.44","226,553,700.00"
"2024-09-30T22:00:00.000Z","117.00","302,094,500.00"
"2024-10-01T22:00:00.000Z","118.85","221,845,900.00"
"2024-10-02T22:00:00.000Z","122.85","277,118,000.00"
"2024-10-03T22:00:00.000Z","124.92","243,678,100.00"
"2024-10-06T22:00:00.000Z","127.72","346,250,200.00"
"2024-10-07T22:00:00.000Z","132.89","285,722,500.00"
"2024-10-08T22:00:00.000Z","132.65","246,191,600.00"
"2024-10-09T22:00:00.000Z","134.81","242,311,300.00"
"2024-10-10T22:00:00.000Z","134.80","170,209,500.00"
"2024-10-13T22:00:00.000Z","138.07","232,347,700.00"
"2024-10-14T22:00:00.000Z","131.60","377,831,000.00"
"2024-10-15T22:00:00.000Z","135.72","264,879,700.00"
"2024-10-16T22:00:00.000Z","136.93","306,435,900.00"
"2024-10-17T22:00:00.000Z","138.00","176,090,200.00"
"2024-10-20T22:00:00.000Z","143.71","264,554,500.00"
"2024-10-21T22:00:00.000Z","143.59","226,311,600.00"
"2024-10-22T22:00:00.000Z","139.56","285,930,000.00"
"2024-10-23T22:00:00.000Z","140.41","172,354,900.00"
"2024-10-24T22:00:00.000Z","141.54","205,122,100.00"
"2024-10-27T23:00:00.000Z","140.52","173,586,700.00"
"2024-10-28T23:00:00.000Z","141.25","157,593,600.00"
"2024-10-29T23:00:00.000Z","139.34","179,418,100.00"
"2024-10-30T23:00:00.000Z","132.76","270,039,600.00"
"2024-10-31T23:00:00.000Z","135.40","207,127,800.00"
"2024-11-03T23:00:00.000Z","136.05","187,528,200.00"
"2024-11-04T23:00:00.000Z","139.91","160,537,400.00"
"2024-11-05T23:00:00.000Z","145.61","242,043,900.00"
"2024-11-06T23:00:00.000Z","148.88","207,323,300.00"
"2024-11-07T23:00:00.000Z","147.63","175,665,800.00"
"2024-11-10T23:00:00.000Z","145.26","182,325,600.00"
"2024-11-11T23:00:00.000Z","148.29","198,634,700.00"
"2024-11-12T23:00:00.000Z","146.27","191,903,300.00"
"2024-11-13T23:00:00.000Z","146.76","194,463,300.00"
"2024-11-14T23:00:00.000Z","141.98","250,132,900.00"
"2024-11-17T23:00:00.000Z","140.15","221,866,000.00"
"2024-11-18T23:00:00.000Z","147.01","227,834,900.00"
"2024-11-19T23:00:00.000Z","145.89","309,871,700.00"
"2024-11-20T23:00:00.000Z","146.67","400,946,600.00"
"2024-11-21T23:00:00.000Z","141.95","236,406,200.00"
"2024-11-24T23:00:00.000Z","136.02","344,941,900.00"
"2024-11-25T23:00:00.000Z","136.92","190,287,700.00"
"2024-11-26T23:00:00.000Z","135.34","226,370,900.00"
"2024-11-28T23:00:00.000Z","138.25","141,863,200.00"
"2024-12-01T23:00:00.000Z","138.63","171,682,800.00"
"2024-12-02T23:00:00.000Z","140.26","164,414,000.00"
"2024-12-03T23:00:00.000Z","145.14","231,224,300.00"
"2024-12-04T23:00:00.000Z","145.06","172,621,200.00"
"2024-12-05T23:00:00.000Z","142.44","188,505,600.00"
"2024-12-08T23:00:00.000Z","138.81","189,308,600.00"
"2024-12-09T23:00:00.000Z","135.07","210,020,900.00"
"2024-12-10T23:00:00.000Z","139.31","184,905,200.00"
"2024-12-11T23:00:00.000Z","137.34","159,211,400.00"
"2024-12-12T23:00:00.000Z","134.25","231,514,900.00"
"2024-12-15T23:00:00.000Z","132.00","237,951,100.00"
"2024-12-16T23:00:00.000Z","130.39","259,410,300.00"
"2024-12-17T23:00:00.000Z","128.91","277,444,500.00"
"2024-12-18T23:00:00.000Z","130.68","209,719,200.00"
"2024-12-19T23:00:00.000Z","134.70","306,528,600.00"
"2024-12-22T23:00:00.000Z","139.67","176,053,500.00"
"2024-12-23T23:00:00.000Z","140.22","105,157,000.00"
"2024-12-25T23:00:00.000Z","139.93","116,205,600.00"
"2024-12-26T23:00:00.000Z","137.01","170,582,600.00"
"2024-12-29T23:00:00.000Z","137.49","167,734,700.00"
"2024-12-30T23:00:00.000Z","134.29","155,659,200.00"
"2025-01-01T23:00:00.000Z","138.31","198,247,200.00"
"2025-01-02T23:00:00.000Z","144.47","229,322,500.00"
"2025-01-05T23:00:00.000Z","149.43","265,377,400.00"
"2025-01-06T23:00:00.000Z","140.14","351,782,200.00"
"2025-01-07T23:00:00.000Z","140.11","227,349,900.00"
"2025-01-09T23:00:00.000Z","135.91","207,602,500.00"
"2025-01-12T23:00:00.000Z","133.23","204,808,900.00"
"2025-01-13T23:00:00.000Z","131.76","195,590,500.00"
"2025-01-14T23:00:00.000Z","136.24","185,217,300.00"
"2025-01-15T23:00:00.000Z","133.57","209,235,600.00"
"2025-01-16T23:00:00.000Z","137.71","201,188,800.00"
"2025-01-20T23:00:00.000Z","140.83","197,749,000.00"
"2025-01-21T23:00:00.000Z","147.07","237,651,400.00"
"2025-01-22T23:00:00.000Z","147.22","155,915,500.00"
"2025-01-23T23:00:00.000Z","142.62","233,818,600.00"
